#size	rtt
1	1.402500
1	1.443000
1	1.402500
1	1.412000
1	1.412500
1	1.402500
1	1.397000
1	1.497500
1	1.422500
1	1.367000
1	1.362500
1	1.317500
1	1.317000
1	1.422500
1	1.322500
1	1.322000
1	1.347000
1	1.327000
1	1.322500
1	1.322500
1	1.317500
1	1.327000
1	1.362000
1	1.392000
1	1.417500
1	1.367500
1	1.322500
1	1.307500
1	1.312000
1	1.327000
1	1.327500
1	1.342500
1	1.317500
1	1.322500
1	1.332000
1	1.311500
1	1.317500
1	1.332000
1	1.317500
1	1.362000
1	1.382500
1	1.337500
1	1.342500
1	1.357500
1	1.327500
1	1.367000
1	1.322500
1	1.338000
1	1.317500
1	1.327000
1	1.322000
1	1.332000
1	1.347000
1	1.357500
1	1.362000
1	1.387500
1	1.528000
1	1.317500
1	1.332000
1	1.342000
1	1.347000
1	1.322500
1	1.342000
1	1.332500
1	1.322500
1	1.322000
1	1.327500
1	1.367000
1	1.357500
1	1.373000
1	1.362500
1	1.417000
1	1.387000
1	1.327000
1	1.322500
1	1.317000
1	1.327500
1	1.337000
1	1.372500
1	1.322500
1	1.317500
1	1.322500
1	1.322000
1	1.327000
1	1.322000
1	1.322000
1	1.332500
1	1.352000
1	1.397000
1	1.342500
1	1.332000
1	1.342500
1	1.357500
1	1.327000
1	1.327000
1	1.312000
1	1.332000
1	1.322500
1	1.367500
1	1.362000
1	1.357500
1	1.357500
1	1.357500
1	1.377500
1	1.492000
1	1.427000
1	1.412000
1	1.427000
1	1.407000
1	1.402500
1	1.412500
1	1.407500
1	1.402500
1	1.422000
1	1.452500
1	1.452000
1	1.443000
1	1.412000
1	1.402500
1	1.437500
1	1.488000
1	1.397000
1	1.417000
1	1.397000
1	1.403000
1	1.417000
1	1.417500
1	1.417000
1	1.408000
1	1.403000
1	1.412000
1	1.407500
1	1.412500
1	1.417500
1	1.412500
1	1.432500
1	1.362500
1	1.332500
1	1.337500
1	1.327000
1	1.327000
1	1.327000
1	1.322500
1	1.363000
1	1.367500
1	1.377500
1	1.357000
1	1.372000
1	1.332000
1	1.392500
1	1.347000
1	1.392000
1	1.362500
1	1.342500
1	1.322000
1	1.317500
1	1.317500
1	1.322500
1	1.307000
1	1.327000
1	1.317500
1	1.332000
1	1.327000
1	1.327000
1	1.332000
1	2.239000
1	1.342000
1	1.357500
1	1.397000
1	1.342000
1	1.312500
1	1.322500
1	1.327500
1	1.327000
1	1.311500
1	1.332000
1	1.327000
1	1.317500
1	1.332000
1	1.322500
1	1.322500
1	1.317500
1	1.312000
1	1.392500
1	1.367500
1	1.327000
1	1.327500
1	1.317500
1	1.317500
1	1.372000
1	1.347500
1	1.367000
1	1.357500
1	1.352000
1	1.327500
1	1.322500
1	1.312000
1	1.322500
1	1.342500
1	1.392500
1	1.457000
1	1.432000
1	1.412000
1	1.443000
1	1.432500
1	1.448000
1	1.447000
1	1.447500
1	1.402500
1	1.417500
1	1.432000
1	1.423000
1	1.422500
1	1.407500
1	1.433000
1	1.447000
1	1.452500
1	1.407500
1	1.412500
1	1.407000
1	1.402000
1	1.407500
1	1.402500
1	1.403000
1	1.407500
1	1.452000
1	1.432500
1	1.427500
1	1.412500
1	1.437000
1	1.402500
1	1.442000
1	1.362500
1	1.397500
1	1.412000
1	1.468000
1	1.362500
1	1.362000
1	1.357500
1	1.312500
1	1.317500
1	1.362500
1	1.322000
1	1.332000
1	1.352500
1	1.357500
1	1.322500
1	1.377500
1	1.402000
1	1.327000
1	1.362500
1	1.362500
1	1.347500
1	1.357500
1	1.322500
1	1.317500
1	2.695000
1	1.327500
1	1.327500
1	1.347500
1	1.317500
1	1.327000
1	1.332000
1	1.367000
1	1.478000
1	1.507500
1	1.492500
1	1.502500
1	1.492500
1	1.492500
1	1.487500
1	1.507500
1	1.517000
1	1.543000
1	1.513000
1	1.502500
1	1.487500
1	1.533000
1	1.492500
1	1.542500
1	1.618000
1	1.538000
1	1.542500
1	1.537500
1	1.528000
1	1.502500
1	1.512000
1	1.502500
1	1.497500
1	1.512500
1	1.507500
1	1.497500
1	1.487500
1	1.492500
1	1.492500
1	1.537500
1	1.557000
1	1.502500
1	1.492000
1	1.442500
1	1.407500
1	1.487000
1	1.492000
1	1.412500
1	1.422500
1	1.487500
1	1.502500
1	1.407500
1	1.417500
1	1.487500
1	1.502500
1	1.492000
1	1.448000
1	1.492000
1	1.492500
1	1.407000
1	1.402500
1	1.497500
1	1.492500
1	1.682500
1	1.412000
1	1.492500
1	1.487000
1	1.417500
1	1.412000
1	1.492000
1	1.487500
1	1.442500
1	1.367000
1	1.412000
1	1.403000
1	1.432500
1	1.422500
1	1.432500
1	1.437000
1	1.462500
1	1.417500
1	1.418000
1	1.407500
1	1.417000
1	1.417000
1	1.447500
1	1.447000
1	1.483000
1	1.482000
1	1.447500
1	1.423000
1	1.437000
1	1.423000
1	1.412500
1	1.437000
1	1.422500
1	1.412500
1	1.407500
1	1.412000
1	1.402500
1	1.448000
1	1.452000
1	1.452000
1	1.512500
1	1.558000
1	1.417500
1	1.412500
1	1.412500
1	1.412500
1	1.432500
1	1.417000
1	1.407000
1	1.412500
1	1.403000
1	1.407000
1	1.417500
1	1.412500
1	1.408000
1	1.412500
1	1.442500
1	1.447500
1	1.428000
1	1.422000
1	1.403000
1	1.422500
1	1.407000
1	1.413000
1	1.397500
1	1.402000
1	1.397000
1	1.407000
1	1.462500
1	1.442500
1	1.452000
1	1.447500
1	1.437500
1	1.377500
1	1.332000
1	1.327000
1	1.347000
1	1.332500
1	1.327000
1	1.322500
1	1.322500
1	1.322500
1	1.342500
1	1.357500
1	1.367500
1	1.363000
1	1.327000
1	1.327000
1	1.357000
1	1.367500
1	1.327000
1	1.347000
1	1.327500
1	1.322500
1	1.322500
1	1.322500
1	1.317500
1	1.322500
1	1.312000
1	1.322500
1	1.332500
1	1.322000
1	1.317000
1	1.322500
1	1.352000
1	1.372000
1	1.337500
1	1.352000
1	1.322000
1	1.337000
1	1.327000
1	1.322500
1	1.326500
1	1.362500
1	1.352000
1	1.347500
1	1.382000
1	1.357000
1	1.337500
1	1.322500
1	1.413000
1	1.372000
1	1.347500
1	1.322500
1	1.332000
1	1.412500
1	1.322500
1	1.312500
1	1.357500
1	1.352000
1	1.367500
1	1.357500
1	1.327000
1	1.342500
1	1.337500
1	1.347500
1	1.402500
1	1.403000
1	1.412000
1	1.402000
1	1.407500
1	1.417000
1	1.402500
1	1.407000
1	1.417500
1	1.397500
1	1.408000
1	1.392500
1	1.402000
1	1.402000
1	1.397000
1	1.412000
1	1.462500
1	1.442500
1	1.402500
1	1.417500
1	1.397000
1	1.407500
1	1.412500
1	1.458000
1	1.442500
1	1.447500
1	1.437000
1	1.407500
1	1.437000
1	1.542500
1	1.427000
1	1.487500
1	1.477500
1	1.562500
1	1.332500
1	1.362000
1	1.362000
1	1.342500
1	1.367000
1	1.362000
1	1.357500
1	1.327000
1	1.327000
1	1.342500
1	1.342500
1	1.347500
1	1.352000
1	1.327500
1	1.367500
1	1.447500
1	1.317000
1	1.322500
1	1.322000
1	1.372000
1	1.317000
1	1.322500
1	1.332500
1	1.317000
1	1.312500
1	1.317000
1	1.317000
1	1.327500
1	1.347000
1	1.332500
1	1.362500
1	1.467500
1	1.417500
1	1.412500
1	1.412500
1	1.407000
1	1.397000
1	1.403000
1	1.412500
1	1.402000
1	1.407500
1	1.407000
1	1.512000
1	1.432500
1	1.407000
1	1.412000
1	1.457000
1	1.452500
1	1.407000
1	1.457000
1	1.457500
1	1.448000
1	1.452500
1	1.447000
1	1.432500
1	1.432500
1	1.422500
1	1.423000
1	1.452000
1	1.417500
1	1.423000
1	1.407000
1	1.452000
1	1.468000
1	1.417000
1	1.448000
1	1.457500
1	1.448000
1	1.412500
1	1.432500
1	1.422500
1	1.437500
1	1.422500
1	1.422500
1	1.407500
1	1.397000
1	1.402500
1	1.412500
1	1.448000
1	1.447000
1	1.402500
1	1.412500
1	1.407500
1	1.408000
1	1.402000
1	1.402500
1	1.513000
1	1.407000
1	1.432500
1	1.398000
1	1.502000
1	1.397000
1	1.407000
1	1.417500
1	1.537000
1	1.517500
1	1.452500
1	1.367500
1	1.352000
1	1.408000
1	1.422500
1	1.342500
1	1.337000
1	1.458000
1	1.413000
1	1.307000
1	1.307000
1	1.868500
1	1.417500
1	1.312000
1	1.397000
1	1.497500
1	1.432500
1	1.352000
1	1.332500
1	1.412500
1	1.422500
1	1.337500
1	1.362000
1	1.407000
1	1.402500
1	1.312500
1	1.327000
1	1.417000
1	1.407500
1	1.312500
1	1.352000
1	1.492500
1	1.417000
1	1.322000
1	1.322500
1	1.397000
1	1.412000
1	1.317000
1	1.337000
1	1.412000
1	1.397000
1	1.312500
1	1.312500
1	1.412500
1	1.417500
1	1.373000
1	1.392000
1	1.503000
1	1.447000
1	1.327000
1	1.317000
1	1.403000
1	1.407000
1	1.352000
1	1.312500
1	1.417000
1	1.412500
1	1.312500
1	1.322500
1	1.427000
1	1.442500
1	1.362000
1	1.392500
1	1.367500
1	1.408000
1	2.499500
1	1.417000
1	1.432500
1	1.437000
1	1.418000
1	1.398000
1	1.392000
1	1.407000
1	1.392000
1	1.407000
1	1.417000
1	1.403000
1	1.412500
1	1.437500
1	1.447500
1	1.427000
1	1.437500
1	1.427500
1	1.437500
1	1.407000
1	1.407500
1	1.397500
1	1.402500
1	1.407000
1	1.402500
1	1.442500
1	1.442500
1	1.432500
1	1.442500
1	1.482000
1	1.532500
1	1.417000
1	1.402500
1	1.412500
1	1.407000
1	1.402500
1	1.397000
1	1.407000
1	1.407500
1	1.397500
1	1.427000
1	1.437500
1	1.432000
1	1.448000
1	1.403000
1	1.477500
1	1.493000
1	1.437500
1	1.442500
1	1.403000
1	1.397000
1	1.412500
1	1.402000
1	1.392500
1	1.403000
1	1.408000
1	1.402500
1	1.407000
1	1.397000
1	1.417500
1	1.417000
1	1.462000
1	1.477500
1	1.523000
1	1.432500
1	1.412000
1	1.498000
1	1.497500
1	1.402000
1	1.402000
1	1.498000
1	1.532500
2	1.432000
2	1.503000
2	1.507000
2	1.412000
2	1.482500
2	1.633000
2	1.532500
2	1.447000
2	1.403000
2	1.502500
2	1.532500
2	1.422500
2	1.447500
2	1.503000
2	1.483000
2	1.413000
2	1.407000
2	2.374500
2	1.502500
2	1.462500
2	1.477000
2	1.487500
2	1.347500
2	1.322500
2	1.427000
2	1.387000
2	1.362000
2	1.388000
2	1.347500
2	1.332500
2	1.317000
2	1.322500
2	1.332500
2	1.377500
2	1.362000
2	1.367500
2	1.407000
2	1.417000
2	1.367500
2	1.337000
2	1.342500
2	1.352000
2	1.397000
2	1.317000
2	1.322500
2	1.327500
2	1.332500
2	1.327000
2	1.327000
2	1.322500
2	1.367000
2	1.377500
2	1.397000
2	1.372000
2	1.332500
2	1.327000
2	1.327000
2	1.327000
2	1.342500
2	1.327500
2	1.322500
2	1.317000
2	1.322500
2	1.322500
2	1.312000
2	1.327000
2	1.332500
2	1.317000
2	1.362000
2	1.362000
2	1.357500
2	1.357500
2	1.327000
2	1.352000
2	1.317000
2	1.317000
2	1.327000
2	1.327000
2	1.322000
2	1.322500
2	1.332500
2	1.322500
2	1.322500
2	1.327000
2	1.397000
2	1.392500
2	1.357500
2	1.322500
2	1.347500
2	1.327000
2	1.327000
2	1.322000
2	1.362000
2	1.317500
2	1.322500
2	1.367000
2	1.387000
2	1.357500
2	1.397000
2	1.362500
2	1.412000
2	1.397000
2	1.332500
2	1.352000
2	1.327000
2	1.317000
2	1.322500
2	1.322500
2	1.337500
2	1.327000
2	1.362000
2	1.362000
2	1.362500
2	1.347000
2	1.332500
2	1.317500
2	1.372000
2	1.367000
2	1.452000
2	1.423000
2	1.332500
2	1.327500
2	1.407500
2	1.423000
2	1.322500
2	1.322500
2	1.413000
2	1.413000
2	1.367000
2	1.322000
2	1.412000
2	1.432500
2	1.387500
2	1.427000
2	1.447500
2	1.402000
2	1.332500
2	1.317000
2	1.412000
2	1.407000
2	1.332500
2	1.352000
2	1.412500
2	1.407000
2	1.342500
2	1.322500
2	1.422500
2	1.437000
2	1.432500
2	1.507000
2	1.337500
2	1.322500
2	1.317500
2	1.327000
2	1.322500
2	1.332500
2	1.367500
2	1.347500
2	1.347000
2	1.352000
2	1.322000
2	1.327000
2	1.332500
2	1.312500
2	1.432500
2	1.357500
2	1.307000
2	1.312500
2	1.332500
2	1.337500
2	1.337000
2	1.317000
2	1.322000
2	1.317000
2	1.327000
2	1.327000
2	2.625000
2	1.322500
2	1.332500
2	1.347500
2	1.397000
2	1.367500
2	1.327500
2	1.327500
2	1.317000
2	1.322500
2	1.327500
2	1.322000
2	1.427000
2	1.317000
2	1.322500
2	1.327000
2	1.367500
2	1.317500
2	1.342500
2	1.327000
2	1.392000
2	1.457000
2	1.317000
2	1.312000
2	1.322500
2	1.327500
2	1.372500
2	1.327500
2	1.312500
2	1.322500
2	1.322500
2	1.332500
2	1.322500
2	1.352000
2	1.342500
2	1.322000
2	1.357500
2	1.457500
2	1.422500
2	1.423000
2	1.397000
2	1.402500
2	1.402500
2	1.407000
2	1.418000
2	1.407000
2	1.403000
2	1.417000
2	1.407000
2	1.432000
2	1.407500
2	1.412000
2	1.442500
2	1.448000
2	1.413000
2	1.402000
2	1.407000
2	1.407000
2	1.412500
2	1.413000
2	1.407000
2	1.423000
2	1.422500
2	1.427000
2	1.448000
2	1.412500
2	1.417000
2	1.417000
2	1.442500
2	1.377500
2	1.402000
2	1.402500
2	1.317000
2	1.322500
2	1.412500
2	1.397000
2	1.337000
2	1.332500
2	1.432500
2	1.442500
2	1.312500
2	1.332500
2	1.407500
2	1.407000
2	1.357500
2	1.377000
2	1.442500
2	1.432500
2	1.357500
2	1.362000
2	1.447500
2	1.412500
2	1.332500
2	1.327000
2	1.457500
2	1.412500
2	1.352000
2	1.322500
2	1.422500
2	1.407000
2	1.347500
2	1.432500
2	1.372000
2	1.382000
2	1.357500
2	1.362000
2	1.372000
2	1.377500
2	1.367500
2	1.357000
2	1.342500
2	1.317000
2	1.322500
2	1.327500
2	1.327500
2	1.332500
2	1.352000
2	1.397000
2	1.327500
2	1.322500
2	1.322000
2	1.322500
2	1.327000
2	1.342500
2	1.382000
2	1.332500
2	1.312000
2	1.312500
2	1.352500
2	1.322500
2	1.322500
2	1.327000
2	1.408000
2	1.412500
2	1.342500
2	1.312500
2	1.327000
2	1.322000
2	1.307000
2	1.327000
2	1.387500
2	1.327000
2	1.332500
2	1.317000
2	1.347000
2	1.322500
2	1.357500
2	1.327000
2	1.402500
2	1.412500
2	1.377500
2	1.332000
2	1.327000
2	1.362000
2	1.322000
2	1.372500
2	1.337500
2	1.322000
2	1.317000
2	1.322500
2	1.327000
2	1.327500
2	1.357500
2	1.357500
2	1.448000
2	1.507000
2	1.428000
2	3.160500
2	1.327000
2	1.417500
2	1.452000
2	1.322500
2	1.322500
2	1.397500
2	1.423000
2	1.322500
2	1.317000
2	1.402500
2	1.393000
2	1.312500
2	1.357000
2	1.448000
2	1.413000
2	1.357000
2	1.327000
2	1.422500
2	1.407000
2	1.322000
2	1.317000
2	1.402500
2	1.437000
2	1.312000
2	1.317500
2	1.467000
2	1.477500
2	1.357500
2	1.432500
2	1.398000
2	1.337000
2	1.327500
2	1.352000
2	1.327500
2	1.327000
2	1.317500
2	1.322500
2	1.327500
2	1.322500
2	1.312000
2	1.352000
2	1.357500
2	1.382500
2	1.357000
2	1.352000
2	1.407000
2	1.337000
2	2.349000
2	1.342500
2	1.327500
2	1.322500
2	1.322500
2	1.322000
2	1.322500
2	1.322500
2	1.317000
2	1.327000
2	1.327500
2	1.312500
2	1.317000
2	1.387500
2	1.518000
2	1.432500
2	1.362000
2	1.332500
2	1.402500
2	1.417500
2	1.327000
2	1.357000
2	1.412000
2	1.447000
2	1.317000
2	1.327000
2	1.407000
2	1.407500
2	1.327000
2	1.347000
2	1.453000
2	1.432500
2	1.317000
2	1.332500
2	1.402500
2	1.397000
2	1.327500
2	1.347500
2	1.427000
2	1.462000
2	1.362000
2	1.387500
2	1.442500
2	2.560000
2	1.317500
2	1.362000
2	1.518000
2	1.507000
2	1.412000
2	1.393000
2	1.492500
2	1.493000
2	1.413000
2	1.457500
2	1.523000
2	1.578000
2	1.428000
2	1.467500
2	1.477500
2	1.548000
2	1.432500
2	1.517500
2	1.568000
2	1.492000
2	1.392500
2	1.397000
2	1.487500
2	1.487500
2	1.397500
2	1.402000
2	1.477000
2	1.497500
2	1.407000
2	1.402000
2	1.482000
2	1.497500
2	1.462000
2	1.477500
2	1.542500
2	1.417000
2	1.417500
2	1.407000
2	1.412500
2	1.407000
2	1.397500
2	1.413000
2	1.402000
2	1.407000
2	1.402000
2	1.412500
2	1.407500
2	1.427500
2	1.407000
2	1.447500
2	1.442500
2	1.412500
2	1.407000
2	1.402000
2	1.413000
2	1.447500
2	1.447000
2	1.457500
2	1.452500
2	1.452500
2	1.422500
2	1.437000
2	1.417500
2	1.452500
2	1.402500
2	1.447500
2	1.367500
2	1.337500
2	1.327000
2	1.327000
2	1.357000
2	1.367500
2	1.368000
2	1.387500
2	1.322500
2	1.322500
2	1.342500
2	1.372000
2	1.377500
2	1.317500
2	1.332000
2	1.367500
2	1.392000
2	1.327000
2	1.327500
2	1.322000
2	1.317000
2	1.327000
2	1.332500
2	1.337000
2	1.327500
2	1.327000
2	1.317000
2	1.342500
2	1.322500
2	1.332500
2	1.322500
2	1.362000
2	1.462500
2	1.342500
2	1.382000
2	1.372000
2	1.352000
2	1.427500
2	1.397000
2	1.337500
2	1.327500
2	1.327000
2	1.322500
2	1.317000
2	1.327000
2	1.322500
2	1.317000
2	1.357500
2	1.367000
2	1.322000
2	1.357000
2	1.367500
2	1.357500
2	1.347500
2	1.327000
2	1.332500
2	1.362000
2	1.377500
2	1.347000
2	1.322500
2	1.327000
2	1.312500
2	1.317000
2	1.357000
2	1.377500
2	1.332500
2	1.337500
2	1.322500
2	1.317000
2	1.322500
2	1.332000
2	1.342500
2	1.372000
2	1.342500
2	1.322000
2	1.332500
2	1.322000
2	1.322000
2	1.327000
2	1.357500
2	1.362000
2	1.332500
2	1.322500
2	1.322500
2	1.332500
2	1.327000
2	1.322500
2	1.322500
2	1.342500
2	1.322500
2	1.327000
2	1.317000
2	1.322000
2	1.322000
2	1.327000
2	1.372500
2	1.422000
2	1.357500
2	1.347000
2	1.362000
2	1.327000
2	1.322500
2	1.322500
2	1.332500
2	1.312000
2	1.317000
2	1.332500
2	1.322000
2	1.317000
2	1.332500
2	1.332500
2	1.387500
2	1.413000
2	1.357000
2	1.352000
2	2.675000
2	1.347000
2	1.342500
2	1.352000
2	1.342500
2	1.312500
2	1.327000
2	1.317000
2	1.322500
2	1.317000
2	1.322500
2	1.337500
2	1.362000
2	1.377500
2	1.337500
2	1.317500
2	1.342500
2	1.337000
2	1.357000
2	1.332500
2	1.322500
2	1.317500
2	1.327000
2	1.327000
2	1.327000
2	1.322500
2	1.357500
2	1.377500
2	1.397000
2	1.412500
2	1.357000
2	1.322500
2	1.322500
2	1.352000
2	1.327000
2	1.327000
2	1.317500
2	1.322000
2	1.322500
2	1.322500
2	1.327000
2	1.327000
2	1.352000
2	1.372500
2	1.392500
2	1.557500
2	1.437000
2	1.427000
2	1.417000
2	1.442500
2	1.422000
2	1.407000
2	1.407000
2	1.402500
2	1.407500
2	1.417000
2	1.407000
2	1.452500
2	1.412500
2	1.407000
2	1.452000
2	1.537500
2	1.422500
2	1.422500
2	1.452500
2	1.417500
2	1.402500
2	1.402000
2	1.392500
2	1.417000
2	1.413000
2	1.417000
2	1.402000
2	1.412000
2	1.397000
2	1.417500
2	1.442000
2	1.377500
2	1.332500
2	1.347000
2	1.327000
2	1.322500
2	1.327000
2	1.317000
2	1.312500
2	1.327500
2	1.332500
2	1.352500
2	1.362000
2	1.357500
2	1.357000
2	1.357500
2	1.387500
2	1.352000
2	1.342500
2	1.327500
2	1.317000
2	1.327500
2	1.327500
2	1.327000
2	1.317000
2	1.322500
2	1.322500
2	1.352000
2	1.372000
2	1.347000
2	1.322500
2	1.312500
2	1.357000
2	1.392500
2	1.432000
2	1.417500
2	1.327000
2	1.327000
2	1.412500
2	1.397000
2	1.327500
2	1.312500
2	1.397000
2	1.407500
2	1.327500
2	1.317000
2	1.407000
2	1.407000
2	2.419500
2	1.362000
2	1.397000
2	1.412500
2	1.322500
2	1.327000
2	1.412500
2	1.403000
2	1.312500
2	1.322500
2	1.397000
2	1.417000
2	1.321500
2	1.322500
2	1.402000
2	1.407500
2	1.387500
2	1.468000
2	1.507000
2	1.407500
2	1.413000
2	1.492000
2	1.482500
2	1.408000
2	1.427000
2	1.517500
2	1.523000
2	1.447500
2	1.442500
2	1.502000
2	1.507500
2	1.452000
2	1.487500
2	1.537000
2	1.477500
2	1.407000
2	1.397000
2	1.492500
2	1.482000
2	1.422500
2	1.457000
2	1.507500
2	1.532500
2	1.403000
2	1.402000
2	1.492500
2	1.532500
2	1.412000
2	1.432500
2	1.578000
2	1.408000
2	1.407000
2	1.392000
2	1.778000
2	1.382500
2	1.452000
2	1.437500
2	1.422500
2	1.413000
2	1.402000
2	1.407000
2	1.422000
2	1.403000
2	1.402500
2	1.442000
2	1.462500
2	1.402500
2	1.392500
2	1.412500
2	1.407500
2	1.417000
2	1.407500
2	1.403000
2	1.402500
2	1.413000
2	1.417500
2	1.452000
2	1.413000
2	1.403000
2	1.387500
2	1.442500
2	1.367000
2	1.322500
2	1.327000
2	1.322500
2	1.352000
2	1.317000
2	1.327000
2	1.317000
2	1.327500
2	1.347500
2	1.372500
2	1.342500
2	1.307000
2	1.317500
2	1.332000
2	1.372500
2	1.373000
2	1.322000
2	1.322500
2	1.307000
2	1.317500
2	1.317500
2	1.322500
2	1.332500
2	1.317000
2	1.327000
2	1.337000
2	1.332500
2	1.332500
2	1.327000
2	1.327500
2	1.362000
2	1.367500
2	1.342500
2	1.322500
2	1.302500
2	1.322500
2	1.327000
2	1.332500
2	1.337000
2	1.352000
2	1.362000
2	1.342500
2	1.347000
2	1.317000
2	1.312500
2	1.322500
2	1.372500
2	1.367000
2	1.317000
2	1.322000
2	1.317000
2	1.327500
2	1.312000
2	1.312500
2	1.327500
2	1.382500
2	1.342500
2	1.322000
2	1.307500
2	1.327000
2	1.327000
2	1.317000
2	1.368000
2	1.383000
2	1.337500
2	1.327000
2	1.327000
2	1.322500
2	1.322500
2	1.327500
2	1.352000
2	1.332000
2	1.317000
2	1.312500
2	1.357500
2	1.317500
2	1.327500
2	1.322500
2	1.392000
2	1.357000
2	1.372000
2	1.327000
2	1.327500
2	1.312500
2	1.322000
2	1.353000
2	1.383000
2	1.337500
2	1.322500
2	1.322500
2	1.322500
2	1.332500
2	1.322500
2	1.327000
2	1.442500
2	1.423000
2	1.332500
2	1.332500
2	1.332500
2	1.337000
2	1.337500
2	1.377500
2	1.347000
2	1.317000
2	1.327000
2	1.317000
2	1.322000
2	1.322000
2	1.327000
2	1.322500
2	1.372500
2	1.357500
2	1.327000
2	1.322500
2	1.322500
2	1.327000
2	1.342500
2	1.327500
2	1.317000
2	1.327000
2	1.327000
2	1.312500
2	1.312500
2	1.322500
2	1.347500
2	1.367000
2	1.417500
2	1.397000
2	1.617500
2	1.402500
2	1.422000
2	1.457500
2	1.428000
2	1.423000
2	1.422500
2	1.417500
2	1.397000
2	1.402500
2	1.407000
2	1.407000
2	1.472500
2	1.442500
2	1.483000
2	1.517000
2	1.412500
2	1.432500
2	1.462500
2	1.437500
2	1.437500
2	1.412500
2	1.407000
2	1.403000
2	1.412500
2	1.402000
2	1.402000
2	1.402500
2	1.403000
2	1.397000
2	1.427500
2	1.542500
2	1.422000
2	1.427500
2	1.407000
2	1.402500
2	1.412500
2	1.413000
2	1.417500
2	1.407000
2	1.407000
2	1.402000
2	1.432500
2	1.432500
2	1.428000
2	1.432500
2	1.483000
2	1.452000
